#
# Full target list for orbit 71, sector 32
# Created Wed Feb  3 18:29:43 EST 2021 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
220600579	3	4	 7.58	 83.2349	-47.6894
231097055	4	3	10.57	 69.3867	-69.1873
231098685	4	2	 8.19	 69.1680	-67.2333
231308507	2	3	11.55	 78.6829	 -8.8019
231729342	3	3	 8.01	 81.4601	-53.5824
231736113	3	4	11.43	 82.1280	-48.4091
231738304	4	3	17.16	 67.0766	-72.5386
231739754	4	3	16.93	 67.2015	-75.6542
231799463	4	3	18.43	 78.2555	-70.4616
231803967	3	4	 8.00	 85.0669	-49.5398
231812002	3	4	14.33	 85.6948	-50.2909
231814409	3	4	13.32	 85.8378	-51.4371
231815113	3	4	12.96	 85.7284	-53.2490
231815570	3	4	 8.09	 86.0019	-53.3779
231819604	3	4	16.14	 86.2054	-52.3314
231824922	3	4	 6.08	 86.6170	-53.2201
231917352	3	4	 9.74	 92.7214	-43.4006
231919858	3	4	 8.06	 92.7663	-44.8741
231943126	3	4	 8.06	 93.8868	-43.1770
231945429	3	4	10.58	 94.1424	-44.6378
231967272	3	4	 9.33	 95.3226	-47.4020
231969683	3	4	10.65	 95.3021	-43.1566
232028066	3	4	 8.06	 96.1824	-43.4052
232038798	3	4	11.32	 96.7446	-46.8213
235062311	3	4	12.73	 85.3903	-46.5642
235077029	3	4	 9.03	 86.4036	-47.5944
237949640	4	1	 8.24	101.5943	-53.3422
237951156	4	1	 8.01	101.6004	-51.1997
238018220	4	1	17.09	102.9654	-53.0094
238188583	4	3	 8.10	 55.2960	-73.9292
238194430	4	3	12.54	 56.4206	-75.1533
238195769	4	3	 8.06	 56.8381	-76.4212
238201491	4	3	 9.02	 57.9805	-72.0273
238226712	4	3	15.60	 58.8241	-72.0646
238228648	4	3	10.93	 58.8938	-77.5783
238915288	3	4	 8.02	 94.0118	-50.9772
238922766	3	4	 8.01	 94.3767	-48.7876
238949177	3	4	 6.02	 95.0276	-48.7426
238950307	3	4	10.76	 95.2775	-49.0924
242961495	1	4	11.76	 59.0375	 13.5589
242984921	1	4	 8.38	 59.6497	 13.1050
242990922	1	4	11.89	 60.0925	 12.6338
242994397	1	4	11.97	 60.3724	 14.0001
243011824	1	4	13.11	 60.7090	 13.3436
244243915	1	2	 8.11	 74.0022	 -1.6838
244257815	1	2	 8.04	 74.6538	 -4.5593
245826993	1	4	 7.26	 67.8728	 13.9034
245858638	1	4	14.50	 68.4379	 12.7111
245898675	1	4	 8.25	 69.3022	 14.3929
245903594	1	4	10.02	 69.3515	 12.4871
245948521	1	4	 8.00	 70.3561	 13.1055
246897668	2	4	 9.24	 73.1025	-16.8240
246902275	2	4	 8.82	 73.4607	-17.7772
248477455	1	2	14.15	 78.0262	 -0.7013
248618986	1	1	 8.11	 66.3593	 -3.7691
248654486	1	1	14.63	 67.3590	 -4.8123
248656622	1	1	 9.61	 67.4394	 -0.9199
248686314	1	1	 8.36	 68.0533	 -4.0219
248688920	1	1	 5.90	 68.1566	 -3.2096
248995415	1	2	 8.01	 78.2846	 -2.9617
248997408	1	2	 8.15	 78.4297	 -5.0876
249040374	1	2	13.99	 79.1112	 -0.2040
250134805	1	1	11.14	 63.3616	 -1.6559
250136335	1	1	11.39	 63.4422	 -5.1521
250138124	1	1	 8.19	 63.5429	 -0.3449
250158330	1	1	 8.12	 63.7902	 -4.4188
250163328	1	1	15.37	 64.2194	 -4.4569
255559492	4	1	16.55	 95.8994	-52.7335
255559524	4	1	17.94	 95.9521	-52.7802
255563650	3	4	10.61	 96.3993	-48.2670
255587619	4	1	10.66	 96.8409	-53.1030
255614823	3	4	 8.11	 97.4902	-50.9324
255701070	4	1	 8.08	 98.9023	-52.5349
255756592	3	4	17.73	 99.5819	-48.9877
257644579	3	2	 9.77	 71.4513	-36.2628
259373313	3	3	 8.05	 68.0289	-48.8057
259377017	3	3	10.50	 68.4163	-51.9578
259392878	3	3	12.63	 69.0635	-53.7262
259444174	3	3	 8.58	 69.8800	-52.9634
259475214	3	3	 8.01	 70.4078	-48.4878
259512080	3	3	 6.42	 70.9566	-48.3254
259542669	3	3	11.57	 71.7522	-51.5778
259587315	3	3	 8.69	 72.1605	-49.1700
259593708	3	3	 8.17	 72.8570	-50.0364
259675295	3	3	 8.10	 73.7102	-52.9153
260004324	4	1	10.14	 91.0918	-55.3110
260079513	4	1	 8.05	 92.0713	-55.2384
260127606	4	1	 8.04	 92.0670	-57.9322
260128333	4	1	11.49	 92.1331	-59.5409
260162387	4	1	10.39	 92.8249	-55.5512
260266502	4	1	 7.29	 94.0637	-59.2205
260268898	4	1	11.06	 93.9849	-54.3055
260351540	4	1	 8.28	 94.8040	-58.0541
260369118	4	1	14.87	 95.1606	-57.0939
260639999	4	1	11.06	 97.9484	-56.9744
260640693	4	1	11.91	 97.8206	-58.3203
260709282	4	1	 8.01	 98.5248	-57.0860
260949692	4	3	 8.04	 73.3152	-78.1457
261138245	4	3	 8.09	 84.6684	-78.6479
261258146	4	3	 9.11	 89.7444	-78.2822
262400835	1	2	13.55	 78.4851	  2.6106
262435168	1	2	 8.01	 73.4838	  3.0966
262614905	4	4	11.16	116.6930	-62.8054
264459286	1	2	 8.08	 81.1658	  2.8512
264542187	1	2	 8.02	 81.6374	  0.5273
264589133	1	2	 9.51	 80.5651	  3.3974
267195503	3	4	 8.06	 93.5099	-41.2827
267254246	3	1	 8.05	 93.8081	-38.4740
269079069	1	2	 8.09	 75.6092	  2.0480
269615773	1	1	 8.21	 61.2078	 -3.1705
269634384	1	1	10.72	 61.5288	 -5.5799
270557257	4	3	 8.51	 99.9089	-78.4403
270577687	3	4	11.33	 86.9284	-52.3635
270627532	3	4	11.12	 87.3206	-53.3014
270674067	3	4	16.83	 87.4392	-49.3656
271595936	4	4	 8.07	108.3439	-74.0541
271698614	4	4	 8.09	109.9832	-76.6921
271723402	4	4	 8.68	110.3810	-72.7240
271893367	4	4	10.90	112.9653	-73.6060
271972426	4	4	12.22	114.0132	-75.4697
271975726	4	4	13.01	114.1704	-74.7016
272086159	4	4	13.40	115.0035	-72.2050
272088627	4	4	 8.01	115.5212	-74.9482
272128326	4	4	 8.73	116.4173	-72.3239
277018227	4	3	12.83	 83.8954	-70.4067
277108325	4	3	12.08	 84.2319	-68.8906
277291895	4	3	 8.12	 84.3617	-70.6849
277301936	4	3	 9.45	 84.5316	-68.4439
278683844	4	1	 9.28	 99.2386	-58.0165
278775103	4	1	 8.01	 99.7408	-55.2986
278777070	4	1	 8.01	 99.7440	-58.8360
278779899	4	1	 8.09	 99.9028	-55.6096
278865869	4	1	12.69	100.8613	-55.8314
279319721	4	1	 8.08	104.1986	-54.7954
279324004	4	1	 8.01	104.2197	-59.3788
279475245	4	1	11.94	105.0841	-59.0354
279510595	4	1	14.69	105.5816	-58.8347
279541094	2	3	 9.24	 85.3648	 -6.7688
279572957	4	1	10.66	106.0891	-57.1103
281631335	4	4	 8.06	115.9742	-64.6232
281634912	4	4	 8.07	117.0799	-62.6768
283623989	1	4	 8.04	 62.0698	  6.2110
283630575	1	4	10.03	 62.1335	  9.7566
283751025	1	4	 6.61	 63.6438	 10.7014
283792492	1	4	15.44	 63.7430	  6.6685
283866910	1	4	10.86	 64.3280	  8.8206
284195833	4	4	 8.17	105.5810	-69.3525
284789252	1	3	 9.85	 76.7235	  6.1155
284790075	1	3	 8.10	 76.8080	  6.4226
287298253	4	2	16.76	 82.2810	-66.0065
287298669	4	2	17.57	 82.2900	-66.2576
287496048	4	4	 8.09	124.1351	-73.0178
290655383	3	4	 8.03	 83.9055	-51.7318
290717924	3	4	10.86	 84.4248	-49.9122
293165262	4	2	14.51	 66.6217	-59.1027
293271232	4	1	 7.51	 98.6953	-63.2622
293271581	4	1	12.47	 98.9003	-62.6401
293512375	1	3	 8.04	 76.5976	 16.1245
293513505	1	3	14.29	 76.5659	 14.8079
293515726	1	3	 8.15	 76.6062	 12.0002
293612446	1	3	12.04	 76.8673	 16.8677
293636456	1	3	 8.05	 76.9325	 14.3594
293649186	3	4	 8.03	 97.7744	-45.8313
294205275	4	1	 8.06	108.0761	-58.4033
294399068	4	1	 9.43	109.2452	-59.1228
294626591	4	3	 9.50	 70.4984	-70.5224
294750180	4	3	 9.02	 71.0440	-70.3240
294754396	4	2	10.71	 71.0049	-66.4008
294781547	4	3	10.39	 71.4841	-68.7618
294784092	4	3	 8.92	 71.2626	-70.6719
294977810	4	3	17.48	 72.4212	-69.2899
294981566	4	2	10.12	 72.3326	-67.3687
298812417	1	1	 8.04	 69.4535	 -2.7015
298851147	1	1	14.05	 69.8750	 -4.6003
299004430	1	1	 8.10	 70.7245	 -4.1199
300038935	4	4	 9.10	107.8437	-68.8333
300086410	4	4	16.98	107.8419	-70.7742
300138745	4	4	10.18	108.7551	-69.7720
300143416	3	1	 8.03	 92.3906	-36.1357
300241371	4	4	 8.00	109.4017	-71.3342
300325379	4	4	 8.03	110.7053	-66.5388
300443029	4	4	10.47	111.6159	-70.8261
300510333	4	4	 9.67	112.2534	-70.2390
300560295	4	4	10.78	112.9157	-68.1332
300651846	4	4	13.49	114.3667	-66.7573
300658296	4	4	 8.00	114.6477	-68.2706
300739852	4	4	10.21	115.1650	-69.1416
300808454	4	4	12.24	116.5623	-66.9862
300809119	4	4	 9.10	116.6859	-67.7500
300863975	4	4	18.22	117.1243	-67.7569
300970893	4	4	13.34	118.3065	-67.8007
302346975	1	3	 8.26	 81.8406	 14.0289
302491682	1	3	 9.51	 82.1411	 12.0295
302531735	1	3	 8.52	 82.3508	 17.1247
302672484	1	3	 8.01	 82.7128	 12.2035
303599346	1	3	 9.88	 75.4884	 12.9320
306574570	4	4	 9.90	119.3872	-71.2482
306577335	4	4	 8.11	119.3053	-67.6934
306739391	4	4	11.31	120.9705	-69.8810
306739511	4	4	 8.06	120.7380	-70.0301
306779124	4	4	10.22	121.5091	-71.0430
306826966	4	4	13.69	121.7288	-66.3063
306894095	4	4	12.35	121.9489	-70.2274
307210830	4	4	 9.41	124.5332	-68.3150
307434940	4	4	 9.60	125.8372	-71.0332
307441274	4	4	 8.30	126.2206	-66.7879
307780535	4	4	 8.05	127.9615	-68.3955
307785290	4	4	 8.09	128.2167	-70.4312
308454245	4	4	 8.25	120.9581	-64.6291
308543986	4	4	11.62	121.1685	-64.4977
309658435	4	2	14.89	 79.0441	-60.9603
309702890	4	2	10.60	 79.7052	-65.0249
309703910	4	2	11.33	 79.7371	-64.0589
309755088	4	2	11.96	 79.7461	-60.5326
309791758	4	2	14.72	 80.1841	-61.4973
309792357	4	2	10.04	 80.1060	-59.8953
316970978	2	3	 8.23	 74.8507	-12.5118
317096584	2	3	 8.07	 86.6287	-12.7288
317331337	2	3	 8.52	 87.4633	-16.9663
319259194	4	3	 9.53	 71.6509	-78.5616
319609219	3	4	 8.49	101.0116	-50.5261
319611434	4	1	11.72	101.0788	-53.9632
332620288	2	4	 8.08	 62.2789	-13.2879
332643408	2	4	 8.00	 62.6745	-15.2554
332662679	2	4	 8.01	 63.3224	-16.8050
332697630	2	4	12.74	 63.3310	-13.6841
345581462	1	4	 8.01	 69.7498	  9.6393
348662485	1	4	 8.24	 61.7944	 13.8122
348667600	1	4	12.34	 62.5178	 12.7794
348839788	4	1	 9.30	 98.8426	-57.6261
348842168	4	1	11.49	 98.8557	-57.2715
348899264	4	1	 8.04	106.1815	-60.8080
348992095	4	1	12.54	106.7452	-62.3532
348992108	4	1	14.63	106.9111	-62.3781
348993107	4	4	 8.11	106.7215	-64.0039
349095149	4	4	10.06	107.9210	-65.5088
349156177	4	4	 7.40	108.3160	-64.8734
349192028	4	1	11.82	108.8378	-60.3780
349269343	4	1	 8.00	108.9713	-61.8623
349271114	4	1	10.99	109.2049	-60.3506
349273907	4	4	 6.99	109.1556	-64.1245
349275562	4	4	 9.13	109.4547	-65.2141
349411267	4	1	 8.05	110.3439	-60.2531
349480752	4	4	 8.07	110.8602	-64.6920
349574361	4	4	 9.53	111.7157	-65.8852
349576261	4	4	11.53	112.0100	-63.5178
349784936	4	4	 8.08	113.1789	-63.3246
349829477	4	4	 8.31	113.6764	-61.0828
349902873	4	4	 8.62	113.7696	-63.0394
349972412	4	4	12.55	114.4673	-62.0783
350146296	4	4	 9.17	115.7396	-63.7019
350152284	4	3	16.74	 53.1024	-78.5643
350297825	4	2	14.13	 83.7106	-58.0280
350433903	4	1	 8.16	 85.0495	-56.5068
350580827	4	1	 8.12	 86.8899	-55.0365
350583903	4	1	13.22	 87.1889	-58.2900
350618622	4	1	 8.58	 87.4018	-54.9103
350620310	4	1	 8.13	 87.3268	-58.6712
350717211	3	4	 8.02	 88.4022	-54.0560
350765919	4	1	14.18	 89.3022	-59.5905
354556180	3	4	 8.07	 83.8522	-44.3408
354557091	3	4	 8.15	 83.8091	-46.9454
354570245	3	4	15.07	 84.3100	-46.2494
354572301	3	4	12.53	 85.2707	-42.8414
356733691	1	4	10.04	 60.0791	  8.7100
356734609	1	4	15.91	 60.1553	  6.3794
356738962	1	4	10.08	 60.2150	 10.6688
356880434	1	3	 8.74	 78.7495	  7.5680
358253471	4	2	 8.11	 61.8423	-59.7303
364266095	4	2	16.11	 62.7887	-59.1879
364326091	4	1	 8.01	101.7985	-61.8131
364393429	4	4	 9.24	116.5937	-64.0558
364588501	4	3	 9.20	 85.4034	-76.0722
364588606	4	3	 9.74	 85.0679	-76.3861
365462465	1	4	 8.09	 64.7544	 10.1541
365553903	1	4	 8.10	 65.3924	  6.9742
365779699	1	3	 9.93	 81.9995	  9.6395
369394241	3	2	14.00	 73.4695	-36.8207
370227221	4	3	 8.10	 85.5473	-74.5674
371690895	1	3	 8.09	 80.2537	  9.0272
372817805	3	3	17.29	 67.1130	-54.1562
372948880	1	4	 7.05	 66.1752	 10.0464
372994308	1	4	 8.02	 66.6563	  9.3942
373027127	1	4	 8.11	 66.8409	 11.5920
373052731	1	4	 6.57	 67.7388	 10.7517
373055129	1	4	 8.03	 67.8007	  8.1441
373135132	1	4	 8.15	 68.6820	 11.4994
373210707	1	4	10.11	 69.9272	 11.6018
373261269	1	4	14.19	 70.2578	 10.9944
373308420	1	4	 8.06	 70.4264	  7.8272
373310949	1	4	 9.33	 70.5968	 11.4210
373491809	1	3	 8.09	 78.2487	 10.0889
373604254	4	3	 8.08	 81.1833	-67.8974
374997123	4	1	10.30	 99.2248	-63.0794
375034557	4	1	 5.64	 99.5009	-61.5330
375063320	4	4	 7.42	100.3749	-65.4690
375091818	3	4	12.48	 88.7342	-50.1508
381949122	4	2	 4.22	 76.3774	-57.4720
381949148	4	2	 7.36	 76.4470	-57.5531
381949410	4	2	11.04	 76.5439	-58.4745
381978020	3	3	 8.07	 77.5357	-54.2778
382042960	4	2	17.01	 79.0502	-56.0113
382043650	3	3	11.96	 79.1914	-54.1712
382145521	4	2	 8.00	 80.3227	-56.2452
382198673	4	2	 8.39	 81.5633	-59.1928
382200986	3	3	11.89	 81.8186	-54.9461
382256692	4	2	14.14	 82.3691	-58.9128
382342163	2	4	 8.19	 65.9004	-17.5477
382437043	4	4	 9.31	117.2148	-63.7201
388131027	4	3	 8.03	 65.3618	-69.6155
388182039	4	4	10.37	105.6468	-75.1465
388901191	2	3	 8.02	 83.6656	-10.0825
389121312	1	3	 8.06	 74.9803	 15.3172
389121767	1	3	 6.31	 74.9352	 15.9166
389139036	1	3	 8.03	 75.2576	 13.2921
389669796	4	3	10.39	 86.8992	-69.3664
389920950	4	3	 7.18	 87.7523	-69.9028
389924075	4	3	10.40	 87.8741	-70.9918
391892593	4	4	 9.35	115.4550	-68.0283
391925969	4	4	 9.97	107.7566	-75.1680
393030999	4	3	 8.20	 65.6851	-78.7144
393414358	3	1	10.44	 94.3363	-38.3234
393489565	3	3	 8.07	 67.3060	-54.4067
393491149	4	2	12.54	 67.5997	-59.4683
394698511	4	3	15.79	 58.3993	-78.1875
396695965	3	3	13.31	 65.0110	-54.0706
396720998	3	3	13.99	 65.6554	-54.1472
396896230	1	4	 9.20	 62.6240	  3.3738
396897979	1	1	 8.18	 62.7522	  1.9644
396945898	1	4	 8.10	 63.7369	  4.8613
396954061	1	1	14.18	 63.9591	  1.9058
396977579	1	1	 8.07	 69.7456	  0.5200
397064286	1	2	14.30	 76.8987	  3.8042
397122234	1	2	 8.00	 78.5259	  1.4796
398796167	2	4	15.81	 72.4063	-18.1166
399618982	1	3	 8.08	 72.2879	 11.8519
399819276	1	3	 8.01	 74.1942	 10.6084
404852431	4	3	 8.77	 85.2302	-69.1753
407963722	1	4	 8.14	 60.6313	  7.0122
407966340	1	4	 6.44	 60.7485	  9.2075
408000326	1	4	14.15	 63.1818	 11.8631
408011175	1	3	 8.05	 76.5821	 10.2873
408114814	1	3	10.05	 77.9044	  6.1869
408157922	2	2	 8.06	 79.3661	-20.2855
408161480	1	3	 9.81	 78.4999	  9.3030
408187719	2	2	16.20	 79.5290	-23.1459
408188366	2	2	13.39	 79.4876	-21.6673
408217918	2	3	15.54	 79.7679	-18.0245
411697517	1	3	14.41	 78.3391	 16.4142
411752883	1	3	 8.01	 78.4577	 12.2082
411839167	1	3	10.82	 78.9198	 16.2787
412055851	1	3	 7.38	 79.7205	 13.5671
412199976	1	3	 8.25	 80.4509	 13.1209
412202415	1	3	 9.42	 80.4612	 14.1222
415508270	1	3	10.87	 76.0611	 11.0578
423478252	2	4	 8.10	 71.2828	-18.1636
423520098	2	1	 8.23	 71.8481	-22.5611
423785734	2	1	 8.06	 71.0172	-28.6821
423830804	2	1	 8.01	 71.4908	-27.0489
425064757	4	3	11.36	 82.9180	-69.8836
425085686	4	2	 8.35	 82.9054	-66.6781
425211420	2	3	 9.83	 76.9716	-11.0498
426053693	1	2	 8.10	 74.5312	  0.8658
427346731	1	2	10.07	 83.4993	 -2.3593
427350675	1	2	16.31	 83.5847	 -2.2420
427395741	1	2	 8.05	 83.7818	 -5.8690
434237820	1	4	 8.02	 63.9971	 13.1672
434260570	1	4	12.99	 64.2438	 14.7715
435880130	1	4	12.47	 64.2859	 14.9363
435910664	1	4	 5.32	 64.9911	 14.0351
435915513	1	4	 5.72	 65.2203	 13.8644
435916016	1	4	 5.06	 65.1519	 15.0953
435923755	1	4	 5.43	 65.5153	 14.0771
436579904	1	3	14.74	 71.2371	 14.3639
436590739	1	3	 7.69	 71.6271	 15.4719
436640067	1	3	 8.17	 72.2441	 14.7992
436682542	1	3	12.89	 73.6560	 14.0235
436722124	1	3	 8.33	 73.9867	 12.2562
442871206	2	3	 8.05	 79.9107	-13.5912
442930113	2	3	 8.02	 80.9590	-15.0986
442960837	2	3	 9.76	 81.4179	-14.4815
442962268	2	3	 8.09	 81.3630	-17.5273
449307761	1	3	 8.22	 80.1336	  5.6637
449310316	1	2	 8.09	 80.1078	  0.9776
450020218	1	3	 9.98	 74.8084	 11.4048
450025295	1	3	 8.04	 74.9264	  8.8028
450045402	1	3	14.46	 75.0790	  9.2011
450048899	1	3	 9.90	 75.1522	  8.5325
450060052	1	3	 9.37	 75.4952	  9.9824
450094525	1	3	 8.03	 72.7250	  7.8578
450102450	1	3	 9.45	 73.0248	  6.4748
452377101	3	4	 8.01	 88.3344	-51.0529
452786148	1	1	 8.02	 68.4470	  1.8103
452786815	1	1	 6.62	 68.6119	  0.4064
452810859	1	3	 8.00	 72.7584	  5.4308
453099619	4	4	 8.10	116.0861	-69.5105
453123341	3	1	 8.19	 91.7060	-40.0967
454146739	1	1	 8.46	 65.1372	  2.7342
454147106	1	1	12.71	 65.1453	  1.3447
454190342	1	2	15.23	 78.9226	  1.0779
454200140	1	2	 8.05	 79.2507	  3.4769
455039377	1	4	 8.01	 69.1374	  5.3072
459942762	1	4	 8.25	 60.2785	  4.5408
459946416	1	1	 8.02	 71.1786	  3.2081
459959323	1	4	 8.04	 71.4122	  5.6578
464753679	1	1	 8.90	 60.5213	  2.0847
464769756	1	4	12.11	 60.4284	  5.0918
464837530	1	2	 8.04	 82.0619	  4.4688
468901301	1	4	 8.02	 61.4546	 11.0703
468903805	1	4	 8.11	 62.5830	  8.4148
471012347	1	2	 9.47	 75.4860	 -6.9494
471013513	4	2	14.84	 69.3921	-61.9619
471013553	4	3	15.80	 85.8925	-68.3728
471013582	4	3	16.10	 91.1287	-71.4231
671960529	1	1	14.64	 67.2952	 -4.3224
684404985	4	2	17.54	 78.7080	-65.0209
684905448	4	2	16.89	 64.7268	-64.5899
684974870	4	2	17.04	 69.8522	-59.5905
685012668	4	2	17.79	 62.6390	-58.8676
685268302	4	2	17.07	 66.4109	-57.2433
685391314	3	3	14.90	 64.5734	-50.0054
685443916	3	3	17.35	 74.6438	-48.6626
685490983	3	3	14.77	 66.8317	-49.2932
685499337	3	3	16.71	 67.2647	-47.5321
685609859	3	2	16.88	 73.5022	-43.3795
686241564	2	1	17.05	 63.5010	-31.9121
686485125	2	4	16.36	 64.0748	-17.7625
708743350	2	3	16.48	 80.7512	-14.9967
724424609	4	3	17.39	 89.8641	-74.7080
724466209	4	3	16.37	 88.3658	-73.9629
724776782	4	3	16.72	 85.2795	-72.9378
732233859	4	2	17.93	 85.2323	-65.3673
734469567	4	2	17.44	 80.9150	-60.4213
734535817	4	1	16.57	 84.3045	-55.1606
734560548	4	1	17.40	 89.8385	-54.8701
734803552	3	4	17.42	 81.1772	-43.9342
734827948	3	4	17.73	 89.1991	-45.0492
735179973	4	3	17.46	 97.1163	-77.8119
737123430	4	1	17.54	 93.8404	-64.4414
737396657	4	1	16.53	 99.9101	-58.6854
737578301	4	1	17.16	 96.0605	-52.7373
737578805	4	1	16.79	 95.9603	-52.7121
737578901	4	1	17.56	 96.1119	-52.6685
737770084	3	4	17.56	 93.1584	-49.0131
737799689	3	4	16.02	 90.6771	-49.0068
737928679	3	4	17.00	 92.4073	-45.5352
737961533	3	4	14.83	 90.8302	-45.0042
764653535	4	4	17.17	115.9315	-74.2559
765351071	4	4	17.13	105.0705	-65.1461
765549141	4	4	16.28	111.9610	-64.3586
765684649	4	4	17.24	111.3732	-62.8818
766204378	4	1	17.52	108.2174	-60.2812
767124617	3	4	15.16	100.8738	-50.9521
